35.77180533333333,-78.674454,,1711744525.4540725
35.771806,-78.67445333333333,,1711744527.05403
35.77180666666667,-78.6744525,,1711744528.5540807
35.771806166666664,-78.67445233333333,,1711744530.1540642
35.77180583333333,-78.67445066666667,,1711744531.754143
35.771804,-78.67444666666667,,1711744533.354186
35.7717995,-78.674443,,1711744534.954185
35.771795,-78.67444016666667,,1711744536.55425
35.771791,-78.67443683333333,,1711744538.1544404
35.771785,-78.67443383333334,,1711744539.7542365
35.771771,-78.674429,145.78,1711744541.3542151
35.77175616666667,-78.674427,165.28,1711744542.9543061
35.771743666666666,-78.67442916666667,178.13,1711744544.554413
35.77173416666667,-78.6744305,,1711744546.1541886
35.771726,-78.67442883333334,,1711744547.754217
35.771714833333334,-78.67442966666667,,1711744549.3542495
35.771709,-78.67443916666667,215.64,1711744550.9541786
35.771704666666665,-78.674459,246.80,1711744552.5530186
35.77169983333334,-78.67448016666667,246.65,1711744554.1542509
35.7716925,-78.67449716666667,243.90,1711744555.7544565
35.77162383333334,-78.67459916666667,,1711744558.4539704
35.77162416666667,-78.67459683333334,,1711744560.2541547
35.77161516666666,-78.67460383333334,212.06,1711744562.0541067
35.77160583333333,-78.67461183333333,215.74,1711744563.8541338
35.771596,-78.6746185,209.13,1711744565.6541615
35.771585,-78.67461916666667,194.47,1711744567.454156
35.771575166666665,-78.67461683333333,180.42,1711744569.2540774
35.771566,-78.674615,174.57,1711744571.0541205
35.771556833333335,-78.67461083333333,160.46,1711744572.8531733
35.771548333333335,-78.67460283333334,149.75,1711744574.6540823
35.77154016666667,-78.67459316666667,142.21,1711744576.4541512
35.77153366666667,-78.674588,144.32,1711744578.2545023
35.77152816666667,-78.6745865,138.53,1711744580.0542078
35.7715225,-78.67457933333333,134.40,1711744581.8541615
35.77151633333333,-78.67457283333333,136.70,1711744583.6541793
35.77151116666667,-78.674567,133.36,1711744585.45414
35.771432,-78.67444066666667,123.93,1711744587.6541765
35.77142516666667,-78.674431,126.56,1711744589.4541175
35.77141866666667,-78.67441966666667,122.87,1711744591.2541714
35.771410833333334,-78.674407,125.60,1711744593.0543056
35.771403666666664,-78.67439383333334,124.01,1711744594.8541212
35.771396833333334,-78.67438166666666,123.36,1711744596.6541183
35.77138983333333,-78.6743695,124.10,1711744598.4544556
35.771383666666665,-78.67435833333333,123.43,1711744600.2541473
35.771378,-78.67434666666666,120.24,1711744602.054135
35.7713715,-78.67433383333334,122.09,1711744603.8544044
35.77136316666667,-78.67431966666666,123.59,1711744605.6543455
35.77135616666666,-78.6743085,125.18,1711744607.4544013
35.771351,-78.67430083333333,126.53,1711744609.2544982
35.771347166666665,-78.67429583333333,128.12,1711744611.0540116
35.77134366666667,-78.674292,129.32,1711744612.8535323
35.771313166666665,-78.67425983333334,138.72,1711744613.854535
35.77131033333333,-78.674257,140.16,1711744617.0544562
35.771308166666664,-78.67425483333334,139.80,1711744618.8546941
35.77130583333334,-78.6742525,,1711744620.653558
35.77130316666667,-78.67425016666667,143.38,1711744622.4539776
35.771301333333334,-78.67424833333334,,1711744624.2542987
35.771300333333336,-78.674247,,1711744626.0542297
35.771299666666664,-78.67424666666666,,1711744627.85426
35.771297833333335,-78.67424483333333,,1711744629.6540847
35.77129566666667,-78.67424283333334,,1711744631.4540699
35.77129466666667,-78.67424183333333,,1711744633.2540863
35.7712945,-78.674241,,1711744635.0542448
35.7712935,-78.674239,,1711744636.8542337
35.771294166666664,-78.67423533333333,,1711744638.6542313
35.771272833333335,-78.674189,123.23,1711744641.8539634
35.7712705,-78.67418483333333,124.95,1711744643.6539342
35.771268,-78.67417983333333,124.56,1711744645.454141
35.77126583333333,-78.67417616666667,126.79,1711744647.2540655
35.77126366666667,-78.67417316666666,,1711744649.0540433
35.77126233333333,-78.67417133333333,,1711744650.854047
35.771260833333336,-78.67416883333334,,1711744652.6540098
35.77125916666667,-78.674167,,1711744654.453992
35.77125783333334,-78.674166,,1711744656.2540047
35.7712565,-78.67416533333333,,1711744658.0539553
35.77125516666667,-78.67416383333334,,1711744659.8540304
35.77125383333333,-78.67416183333333,,1711744661.6539538
35.77125383333333,-78.674162,,1711744663.4540036
35.77125366666667,-78.67416133333333,,1711744665.2539942
35.77125483333333,-78.67416333333334,,1711744667.0539556
35.7712315,-78.67412216666666,,1711744669.4540942
35.7712295,-78.67411883333334,124.28,1711744671.254095
35.77122766666667,-78.6741145,,1711744673.0539792
35.77122683333333,-78.6741105,,1711744674.854037
35.771224833333335,-78.674106,119.75,1711744676.6541288
35.771223166666665,-78.67410216666667,117.27,1711744678.4541588
35.771222,-78.674101,120.56,1711744680.2541358
35.771220166666666,-78.67409683333334,119.92,1711744682.0540602
35.77121833333333,-78.67409283333333,119.59,1711744683.854152
35.771216333333335,-78.67408816666666,119.79,1711744685.6541467
35.7712135,-78.67408216666666,119.57,1711744687.4540854
35.771211,-78.67407633333333,119.80,1711744689.2541237
35.771208,-78.67407016666667,122.02,1711744691.0541713
35.771204833333336,-78.67406466666667,124.25,1711744692.8541088
35.771202,-78.67406066666666,125.49,1711744694.6542175
35.77118383333333,-78.67402316666667,,1711744697.8540545
35.77118433333333,-78.67402166666666,,1711744699.6541557
35.77118433333333,-78.67402033333333,,1711744701.454004
35.77118516666667,-78.6740195,,1711744703.2539952
35.77118566666667,-78.67401833333334,,1711744705.0540662
35.77118633333333,-78.67401733333334,,1711744706.8540018
35.77118683333333,-78.67401633333333,,1711744708.6540718
35.77118683333333,-78.67401533333333,,1711744710.4539852
35.771187,-78.67401416666667,,1711744712.253973
